CASE NUMBER,SR LOCATION,COUNTY,DISTRICT,NEIGHBORHOOD,TAX ID,TRASH QUAD,RECYCLE QUAD,TRASH DAY,HEAVY TRASH DAY,RECYCLE DAY,KEY MAP,MANAGEMENT DISTRICT,DEPARTMENT,DIVISION,SR TYPE,QUEUE,SLA,STATUS,SR CREATE DATE,DUE DATE,DATE CLOSED,OVERDUE,Title,x,y,LATITUDE,LONGITUDE,Channel Type
12435084-101004174794,Intersection 4400 EMANCIPATION AVE&2400 WHEELER ST,Harris County,D,GREATER THIRD WARD,,SE,SW,,3rd Friday,TUESDAY-A,493Y,Greater Southeast MD,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4,Closed,2020-07-17 12:11:31,2020-07-21 12:11:31,2020-07-20 11:14:18,-1.04,Flooding-101004174794,3120107.37808000000,13829728.79544000000,29.726942,-95.37096414,Voice In
12435130-101004175525,"1607 COHN, HOUSTON TX 77007",Harris,C,WASHINGTON AVENUE COALITION / MEMORIAL P,1346800010001,NW,NW,MONDAY,1st Wednesday,MONDAY-A,492G,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4,Closed,2020-07-17 17:43:03,2020-07-21 17:43:03,2020-07-20 15:24:18,-1.10,Flooding,,,29.77500727,-95.42206895,WEB
12435230-101004176820,"5714 WIGTON, HOUSTON TX 77096",Harris,C,MEYERLAND AREA,0930990000002,SW,SW,TUESDAY,2nd Wednesday,TUESDAY-B,531S,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4,Closed,2020-07-20 01:29:55,2020-07-24 01:29:55,2020-07-20 09:24:18,-3.67,Flooding-101004176820,3083856.71764000000,13807804.96888000000,29.66972185,-95.48720476,Voice In
12435309-101004178090,Intersection 3200 KIRBY DR&2600 W MAIN ST,Harris County,C,GREENWAY / UPPER KIRBY AREA,,NW,SW,,,MONDAY-A,492U,HCID #3 (Upper Kirby),PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4,Closed,2020-07-20 16:11:32,2020-07-24 16:11:32,2020-07-21 10:29:19,-3.24,Flooding-101004178090,3104857.34755000000,13832653.16360000000,29.73627286,-95.41870889,Voice In
12435330-101004178398,"5714 WIGTON, HOUSTON TX 77096",Harris,C,MEYERLAND AREA,0930990000002,SW,SW,TUESDAY,2nd Wednesday,TUESDAY-B,531S,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4,Closed,2020-07-20 23:56:53,2020-07-24 23:56:52,2020-07-21 07:34:19,-3.68,Flooding-101004178398,3083856.71764000000,13807804.96888000000,29.66972185,-95.48720476,Voice In
12435478-101004180423,"5921 DOLORES, HOUSTON TX 77057",Harris,J,MID WEST,0780690020023,SW,SW,MONDAY,1st Friday,MONDAY-A,491X,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4,Closed,2020-07-22 11:24:55,2020-07-26 11:24:55,2020-07-22 14:34:18,-3.87,Flooding-101004180423,3084402.84942000000,13831175.73775000000,29.73391849,-95.4832731,Voice In
12435488-101004180550,Intersection 10400 ATWELL DR&5600 LYMBAR DR,Harris County,C,MEYERLAND AREA,,SW,SW,,2nd Wednesday,TUESDAY-B,531X,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4,Closed,2020-07-22 12:17:32,2020-07-26 12:17:32,2020-07-22 15:24:18,-3.87,Flooding-101004180550,3085344.11230000000,13807182.08955000000,29.66788673,-95.48258205,Voice In
12435492-101004180557,"5606 LYMBAR, HOUSTON TX 77096",Harris,C,MEYERLAND AREA,0921830000015,SW,SW,TUESDAY,2nd Wednesday,TUESDAY-B,531X,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4,Closed,2020-07-22 12:19:33,2020-07-26 12:19:33,2020-07-22 15:19:18,-3.88,Flooding,,,29.66813051,-95.48281798,WEB
12435506-101004180650,"5718 WIGTON, HOUSTON TX 77096",Harris,C,MEYERLAND AREA,0930990000001,SW,SW,TUESDAY,2nd Wednesday,TUESDAY-B,531S,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4,Closed,2020-07-22 12:48:05,2020-07-26 12:48:05,2020-07-22 15:54:18,-3.87,Flooding,,,29.66971863,-95.4874435,WEB
12435548-101004181037,"10610 ENDICOTT, HOUSTON TX 77035",Harris,K,WESTBURY,0840040000034,SW,SE,THURSDAY,2nd Thursday,THURSDAY-A,531Y,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4,Closed,2020-07-22 16:35:00,2020-07-26 16:35:00,2020-07-23 15:39:18,-3.04,Flooding-101004181037,3090236.70586000000,13806868.28702000000,29.66661865,-95.46721238,Voice In
12435565-101004181210,"9701 LAWNDALE, HOUSTON TX 77017",Harris,E,MEADOWBROOK / ALLENDALE,0402030000040,,,,,,535H,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4,Closed,2020-07-22 23:06:15,2020-07-26 23:05:00,2020-07-23 17:34:18,-3.23,Flooding-101004181210,3157105.12757000000,13824839.38428000000,29.71029548,-95.25494561,Voice In
101004181914,"631 SULPHUR, HOUSTON TX 77034",Harris,E,EDGEBROOK AREA,0840550000027,SE,SW,THURSDAY,2nd Monday,THURSDAY-B,576F,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4,Closed,2020-07-23 12:09:35,2020-07-27 12:09:35,2020-07-23 12:31:38,-3.98,Flooding,,,29.64799651,-95.22816759,Voice In
12435635-101004181922,"627 SULPHUR, HOUSTON TX 77034",Harris,E,EDGEBROOK AREA,0840550000026,SE,SW,THURSDAY,2nd Monday,THURSDAY-B,576F,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4,Closed,2020-07-23 12:13:42,2020-07-27 12:13:42,2020-07-24 08:19:18,-3.16,Flooding-101004181922,3166392.66346000000,13802473.87094000000,29.64799988,-95.22797474,Voice In
12435712-101004182660,"12811 BELLAIRE, HOUSTON TX 77072",Harris,F,ALIEF,1061520010007,,,,,,528H,International MD,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4,Closed,2020-07-23 18:02:05,2020-07-27 18:02:05,2020-07-24 14:24:18,-3.15,Flooding - 411503,-95.60845000000,29.70342000000,29.70312164,-95.60829452,WAP
12435751-101004183157,"11221 CLIFFWOOD, HOUSTON TX 77035",Harris,K,WILLOW MEADOWS / WILLOWBEND AREA,0891140000021,SW,SE,THURSDAY,3rd Wednesday,THURSDAY-A,571D,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4,Closed,2020-07-24 10:03:24,2020-07-28 10:03:24,2020-07-27 10:09:19,-1.00,Flooding - 411607,-95.45621000000,29.65617000000,29.65599449,-95.45602202,WAP
12435756-101004183176,"6060 VICTORY, HOUSTON TX 77088",Harris,A,GREATER INWOOD,0991100000064,,,,,,411T,Near Northwest MD,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4,Closed,2020-07-24 10:04:12,2020-07-28 10:04:12,2020-07-27 16:14:18,-0.74,Flooding - 411624,-95.48039000000,29.86569000000,29.86603619,-95.48021181,WAP
12435760-101004183194,"769 GROVE, HOUSTON TX 77020",Harris,B,GREATER FIFTH WARD,1379920010001,NE,NW,FRIDAY,1st Thursday,FRIDAY-B,494J,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4,Closed,2020-07-24 10:05:03,2020-07-28 10:05:03,2020-07-27 10:59:18,-0.96,Flooding - 411640,-95.33669000000,29.76858000000,29.76855862,-95.3367265,WAP
12435893-101004184513,"6800 MAIN, HOUSTON TX 77030",Harris,C,UNIVERSITY PLACE,0610450000007,,,,3rd Monday,,532H,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4,Closed,2020-07-25 11:05:47,2020-07-29 11:05:47,2020-07-26 07:44:18,-3.14,Flooding-101004184513,3109449.35543000000,13822131.48058000000,29.7069641,-95.40526494,Voice In
12435929-101004184795,"8819 BARTON, HOUSTON TX 77075",Harris,I,GREATER HOBBY AREA,0630350510024,SE,SW,THURSDAY,2nd Monday,THURSDAY-B,575G,HCID #9,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4,Closed,2020-07-25 16:54:56,2020-07-29 16:54:56,2020-07-27 13:39:18,-2.14,Flooding-101004184795,3156466.40083000000,13800048.11530000000,29.6422089,-95.25945421,Voice In
12435930-101004184801,"7339 DARNELL, HOUSTON TX 77074",Harris,J,SHARPSTOWN,0924040000019,SW,SW,TUESDAY,2nd Monday,TUESDAY-B,530Q,Sharpstown MD,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4,Closed,2020-07-25 16:59:33,2020-07-29 16:59:33,2020-07-27 10:34:19,-2.27,Flooding-101004184801,3074620.19051000000,13813915.27884000000,29.68727784,-95.51570458,Voice In
12435935-101004184813,"11014 SAGEMEADOW, HOUSTON TX 77089",Harris,D,SOUTH BELT / ELLINGTON,1015240000006,SE,SE,THURSDAY,2nd Thursday,THURSDAY-B,616B,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4,Closed,2020-07-25 17:23:55,2020-07-29 17:23:55,2020-07-27 14:04:18,-2.14,Flooding-101004184813,3167082.98065000000,13781714.40787000000,29.5908776,-95.22791018,Voice In
12435940-101004184824,"10910 GULF, HOUSTON TX 77075",Harris,I,GREATER HOBBY AREA,1048270000002,,,,,,576J,HCID #9,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4,Closed,2020-07-25 17:38:59,2020-07-29 17:38:58,2020-07-28 09:44:19,-1.33,Flooding-101004184824,3161152.93804000000,13797641.73592000000,29.63518157,-95.24495105,Voice In
12435945-101004184842,"7402 GRAPE, HOUSTON TX 77074",Harris,J,SHARPSTOWN,0924060000008,SW,SW,TUESDAY,2nd Monday,TUESDAY-B,530Q,Sharpstown MD,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4,Closed,2020-07-25 18:22:57,2020-07-29 18:22:57,2020-07-27 15:44:18,-2.11,Flooding-101004184842,3074500.78589000000,13813723.61485000000,29.68676077,-95.51609846,Voice In
12435991-101004185181,"3923 MCKINNEY, HOUSTON TX 77023",Harris,I,GREATER EASTWOOD,0171070000007,,,,,,494S,East End MD,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4,Closed,2020-07-26 15:31:05,2020-07-30 15:31:05,2020-07-27 11:19:19,-3.17,Flooding - 411951,-95.33887000000,29.74289000000,29.74294352,-95.33884838,WAP
12435995-101004185217,"4727 LOTUS, HOUSTON TX 77045",Harris,K,CENTRAL SOUTHWEST,0964880000010,SW,SW,FRIDAY,4th Monday,FRIDAY-B,571M,Five Corners HCID #10B,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4,Closed,2020-07-26 16:57:14,2020-07-30 16:57:14,2020-07-27 14:49:18,-3.09,Flooding-101004185217,3095413.02195000000,13795280.81742000000,29.63433583,-95.45202689,Voice In
12436007-101004185365,"4660 BEECHNUT, HOUSTON TX 77025",Harris,C,MEYERLAND AREA,0440360000021,,,,,,531R,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4,Closed,2020-07-27 01:17:53,2020-07-31 01:17:53,2020-07-27 01:34:18,-3.99,Flooding-101004185365,3093262.16438000000,13815304.76457000000,29.68955725,-95.45688515,Voice In
12436011-101004185393,"5115 PENSDALE, HOUSTON TX 77033",Harris,D,SOUTH PARK,0811500000031,SE,SE,FRIDAY,4th Wednesday,FRIDAY-A,533Z,HCID #10-A,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4,Closed,2020-07-27 03:43:43,2020-07-31 03:43:43,2020-07-27 13:29:18,-3.59,Flooding-101004185393,3128273.52546000000,13808499.48783000000,29.66788953,-95.34733577,Voice In
12436109-101004186696,"5900 N BRAESWOOD, HOUSTON TX 77074",Harris,C,BRAEBURN,0954020000003,,,,,,531S,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4,Closed,2020-07-27 17:45:16,2020-07-31 17:45:16,2020-07-28 10:34:19,-3.30,Flooding-101004186696,3081096.71627000000,13811282.77623000000,29.67950943,-95.49556401,Voice In
12436113-101004186703,Intersection 500 CONGRESS ST&600 FRANKLIN ST,Harris County,H,DOWNTOWN,,,,,,,493L,Houston Downtown,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4,Closed,2020-07-27 17:50:37,2020-07-31 17:48:00,2020-07-28 05:54:18,-3.50,Flooding-101004186703,3121808.31824000000,13843587.71162000000,29.76489063,-95.36425018,Voice In
12436149-101004186899,"6213 TANAGER, HOUSTON TX 77074",Harris,C,BRAEBURN,0801790000006,SW,SW,TUESDAY,2nd Tuesday,TUESDAY-B,530R,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4,Closed,2020-07-28 00:31:28,2020-08-01 00:31:27,2020-07-28 10:14:19,-3.60,Flooding - 412117,-95.50150000000,29.68819000000,29.68803081,-95.5014554,WAP
12436154-101004186922,"4320 ELYSIAN, HOUSTON TX 77009",Harris,H,NEAR NORTHSIDE,0311020000001,NE,NW,FRIDAY,1st Friday,FRIDAY-B,453Z,Greater Northside MD,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4,Closed,2020-07-28 00:32:07,2020-08-01 00:32:07,2020-07-28 01:49:19,-3.95,Flooding - 412167,-95.35137000000,29.79995000000,29.79990752,-95.35111334,WAP
12436155-101004186923,"4402 ELYSIAN, HOUSTON TX 77009",Harris,H,NEAR NORTHSIDE,0311090000005,NE,NW,FRIDAY,1st Friday,FRIDAY-B,453Z,Greater Northside MD,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4,Closed,2020-07-28 00:32:08,2020-08-01 00:32:08,2020-07-28 01:44:18,-3.95,Flooding - 412168,-95.35136000000,29.80017000000,29.80018968,-95.3511635,WAP
12436229-101004187724,"10727 OLYMPIA, HOUSTON TX 77042",Harris,G,BRIAR FOREST,0923570000029,,,,,,489U,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4,Closed,2020-07-28 12:42:00,2020-08-01 12:42:00,2020-07-29 11:54:19,-3.03,Flooding-101004187724,3057854.13382000000,13833767.36676000000,29.74321145,-95.56665205,Voice In
12436323-101004188617,"11810 ALGONQUIN, HOUSTON TX 77089",Harris,D,SOUTH BELT / ELLINGTON,0450990000016,,,,,,616D,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4,Closed,2020-07-29 00:06:55,2020-08-02 00:06:55,2020-07-29 03:09:19,-3.87,Flooding - 412279,-95.19768000000,29.59509000000,29.59511132,-95.1981149,WAP
12436342-101004188661,"1214A WELCH, HOUSTON TX 77006",Harris,C,NEARTOWN - MONTROSE,0370880000099,NW,NE,MONDAY,1st Wednesday,MONDAY-A,493N,Montrose Management District,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4,Closed,2020-07-29 00:51:37,2020-08-02 00:51:37,2020-07-29 02:34:18,-3.93,Flooding,,,29.75049137,-95.39442493,WEB
12436350-101004188716,"9159 WALLISVILLE, HOUSTON TX 77029",Harris,B,PLEASANTVILLE AREA,0410700010081,,,,,,455Y,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4,Closed,2020-07-29 07:10:38,2020-08-02 07:10:38,2020-07-30 13:59:18,-2.72,Flooding,,,29.79279087,-95.26939137,WEB
12436360-101004188793,"4726 LOTUS, HOUSTON TX 77045",Harris,K,CENTRAL SOUTHWEST,0964900000009,SW,SW,FRIDAY,4th Monday,FRIDAY-B,571M,Five Corners HCID #10B,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4,Closed,2020-07-29 08:25:52,2020-08-02 08:25:52,2020-07-29 12:04:18,-3.85,Flooding-101004188793,3095296.21379000000,13795458.42172000000,29.63483378,-95.45237747,Voice In
12436405-101004189261,"5443 LYNBROOK, HOUSTON TX 77056",Harris,G,GREATER UPTOWN,0752020080017,,,,,,491L,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4,Closed,2020-07-29 12:31:08,2020-08-02 12:31:08,2020-07-30 14:44:18,-2.91,Flooding - 412395,-95.47116000000,29.75786000000,29.75764093,-95.47100442,WAP
12436430-101004189453,"4727 LOTUS, HOUSTON TX 77045",Harris,K,CENTRAL SOUTHWEST,0964880000010,SW,SW,FRIDAY,4th Monday,FRIDAY-B,571M,Five Corners HCID #10B,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4,Closed,2020-07-29 14:23:07,2020-08-02 14:23:07,2020-07-30 14:29:18,-3.00,Flooding-101004189453,3095413.02195000000,13795280.81742000000,29.63433583,-95.45202689,Voice In
12436448-101004189678,Intersection 0 NORTHWEST FWY&7860 W TIDWELL RD,Harris County,A,FAIRBANKS / NORTHWEST CROSSING,,,,,,,450D,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4,Closed,2020-07-29 16:25:11,2020-08-02 16:25:10,2020-07-30 13:49:19,-3.11,Flooding-101004189678,3074578.80575000000,13873551.42269000000,29.85120769,-95.51023102,Voice In
12436476-101004189897,"7226 BLANDFORD, HOUSTON TX 77055",Harris,A,SPRING BRANCH EAST,0843760000001,NW,NE,FRIDAY,4th Wednesday,FRIDAY-A,451X,Spring Branch MD,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4,Closed,2020-07-30 00:05:36,2020-08-03 00:05:35,2020-07-30 00:34:18,-3.98,Flooding - 412365,-95.47550000000,29.79020000000,29.78997867,-95.47534199,WAP
12436487-101004189988,"6238 FANNIN, HOUSTON TX 77004",Harris,D,MEDICAL CENTER AREA,0421790000004,,,,,,533A,Greater Southeast MD,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4,Closed,2020-07-30 08:01:13,2020-08-03 08:01:13,2020-07-30 08:24:18,-3.98,Flooding - 412490,-95.39471000000,29.71852000000,29.71792848,-95.39517954,WAP
12436728-101004193135,"5917 FAIRDALE, HOUSTON TX 77057",Harris,J,MID WEST,0731870050004,SW,SW,MONDAY,1st Friday,MONDAY-A,491X,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4,Closed,2020-08-01 15:15:52,2020-08-05 15:15:52,2020-08-01 15:59:19,-3.97,Flooding - 412847,-95.48300000000,29.73212000000,29.7324935,-95.48286462,WAP
12436741-101004193251,"6112 W LITTLE YORK, HOUSTON TX 77088",Harris,A,GREATER INWOOD,0991120000035,NW,NW,THURSDAY,4th Monday,THURSDAY-B,411X,Near Northwest MD,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4,Closed,2020-08-01 20:02:31,2020-08-05 20:02:31,2020-08-03 10:49:18,-2.38,Flooding - 412892,-95.47973000000,29.86513000000,29.86514112,-95.47952805,WAP
12436781-101004193732,"15727 OAK MOUNTAIN, UNINCORPORATED TX 77095",Harris,,,1150810370074,,,,,,408A,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4,Closed,2020-08-02 23:20:49,2020-08-06 23:20:49,2020-08-02 23:34:18,-3.99,Flooding,,,29.90755982,-95.64322511,WEB
12436788-101004193778,"769 GROVE, HOUSTON TX 77020",Harris,B,GREATER FIFTH WARD,1379920010001,NE,NW,FRIDAY,1st Thursday,FRIDAY-B,494J,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4,Closed,2020-08-03 00:31:08,2020-08-07 00:31:08,2020-08-03 08:49:19,-3.65,Flooding - 413033,-95.33673000000,29.76853000000,29.76855862,-95.3367265,WAP
12436800-101004193824,"8127 TWIN HILLS, HOUSTON TX 77071",Harris,K,BRAYS OAKS,0953600000007,,,,,,530X,HCID #5 (Brays Oaks),PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4,Closed,2020-08-03 07:16:12,2020-08-07 07:16:12,2020-08-04 08:49:19,-2.94,Flooding,,,29.66717698,-95.5219293,Unknown
12436878-101004194768,Intersection 802 E IH 610 LOOP S&8900 LAWNDALE ST,Harris County,I,HARRISBURG / MANCHESTER,,,,,,,535G,East End MD,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4,Closed,2020-08-03 14:25:17,2020-08-07 14:25:17,2020-08-03 14:27:39,-4.00,Flooding-101004194768,3153443.46495000000,13826066.55932000000,29.71399045,-95.26635152,Voice In
12437085-101004196978,"3306 GROVE TERRACE, HOUSTON TX 77345",Harris,E,KINGWOOD AREA,1147350160007,,,,,,297X,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4,Closed,2020-08-04 17:50:48,2020-08-08 17:50:48,2020-08-05 14:19:19,-3.15,Flooding-101004196978,3176887.61228000000,13953389.43722000000,30.06185099,-95.17943178,Voice In
12437108-101004197223,"5927 SPRING LODGE, HOUSTON TX 77345",Harris,E,KINGWOOD AREA,1157760210007,,,,,,297Z,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4,Closed,2020-08-05 00:53:36,2020-08-09 00:53:36,2020-08-05 15:24:18,-3.40,Flooding,,,30.06219986,-95.15887017,WEB
12437206-101004198493,"5923 SPRING LODGE, HOUSTON TX 77345",Harris,E,KINGWOOD AREA,1157760210006,,,,,,297Z,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4,Closed,2020-08-05 17:29:03,2020-08-09 17:29:03,2020-08-06 10:25:42,-3.29,Flooding,,,30.06197806,-95.15902044,WEB
12437214-101004198585,"2730 HOLLY HALL, HOUSTON TX 77054",Harris,D,ASTRODOME AREA,1173290000001,,,,,,533N,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4,Closed,2020-08-05 19:31:06,2020-08-09 19:31:06,2020-08-05 19:49:18,-3.99,Flooding - 413485,-95.38576000000,29.68444000000,29.68531983,-95.38628526,WAP
12437251-101004199039,"5927 SPRING LODGE, HOUSTON TX 77345",Harris,E,KINGWOOD AREA,1157760210007,,,,,,297Z,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4,Closed,2020-08-06 09:59:11,2020-08-10 09:59:10,2020-08-18 12:41:58,8.11,Flooding,,,30.06219986,-95.15887017,WEB
12437253-101004199069,"5926 SPRING LODGE, HOUSTON TX 77345",Harris,E,KINGWOOD AREA,1157760200007,,,,,,297Z,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4,Closed,2020-08-06 10:12:28,2020-08-10 10:12:28,2020-08-18 12:39:15,8.10,Flooding,,,30.06187967,-95.15841745,WEB
12437480-101004202693,"1985 FAIRVIEW, HOUSTON TX 77019",Harris,C,NEARTOWN - MONTROSE,0291720060001,NW,NE,MONDAY,1st Wednesday,MONDAY-A,492V,Montrose Management District,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4,Closed,2020-08-10 00:06:05,2020-08-14 00:06:05,2020-08-18 12:42:39,4.53,Flooding - 413939,-95.40756000000,29.74453000000,29.74453477,-95.40755702,WAP
12437501-101004202818,Intersection 9428 BUFFALO SPWY&3200 WESTRIDGE ST,Harris County,K,BRAESWOOD,,SW,SE,,3rd Monday,THURSDAY-A,532P,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4,Closed,2020-08-10 05:35:30,2020-08-14 05:35:30,2020-08-18 12:43:11,4.30,Flooding-101004202818,3102769.16833000000,13812992.16946000000,29.68240514,-95.42717815,Voice In
12437744-101004206688,"14935 BATHURST, HOUSTON TX 77045",Harris,K,CENTRAL SOUTHWEST,0960380000009,SW,SW,FRIDAY,4th Thursday,FRIDAY-B,572S,Five Corners HCID #10B,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4,Closed,2020-08-12 12:54:41,2020-08-16 12:53:00,2020-08-18 12:43:45,1.99,Flooding-101004206688,3101252.71040000000,13786374.90380000000,29.60936661,-95.43450715,Voice In
12438011-101004220600,"8265 MONROE, HOUSTON TX 77061",Harris,I,GREATER HOBBY AREA,0342030010023,,,,,,575G,HCID #9,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4,Closed,2020-08-15 14:16:15,2020-08-19 14:16:15,2020-08-19 06:18:35,-0.33,Flooding - 414830,-95.26487000000,29.64981000000,29.64970854,-95.26395151,WAP
12438123-101004221746,"4727 LOTUS, HOUSTON TX 77045",Harris,K,CENTRAL SOUTHWEST,0964880000010,SW,SW,FRIDAY,4th Monday,FRIDAY-B,571M,Five Corners HCID #10B,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4,Closed,2020-08-17 10:46:11,2020-08-21 10:46:10,2020-08-19 06:16:48,-2.19,Flooding-101004221746,3095413.02195000000,13795280.81742000000,29.63433583,-95.45202689,Voice In
12438139-101004221909,"4715 LOTUS, HOUSTON TX 77045",Harris,K,CENTRAL SOUTHWEST,0964880000013,SW,SW,FRIDAY,4th Monday,FRIDAY-B,571M,Five Corners HCID #10B,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4,Closed,2020-08-17 11:48:49,2020-08-21 11:48:48,2020-08-19 06:16:50,-2.23,Flooding-101004221909,3095560.95145000000,13795419.75776000000,29.63470541,-95.45154817,Voice In
